,Hash,Family,unique_event_ids,event_entropy,longest_repeat_chain,event_rate_per_sec,event_time_span,count_4624.0,count_4625.0,count_4648.0,count_4672.0,count_4688.0,count_4720.0,count_4722.0,count_4724.0,count_4728.0,count_4732.0,count_4735.0,count_4742.0,count_4768.0,count_4769.0,count_4776.0,count_5058.0,count_5059.0,count_5061.0,count_5379.0,count_8198.0,count_8200.0,count_7036.0,count_7045.0,count_5615.0,count_5617.0,count_1531.0,count_1000.0,count_1001.0,count_1003.0,count_8193.0,count_6000.0,count_6003.0,count_4202.0
0,0b12d73024ea2b1755d6a6cc9dd551cd,conti,62,5.711508572191085,3,0.2976588628762542,299.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,2,2,2,1,3,7,2,1,1,1
1,0b12d73024ea2b1755d6a6cc9dd551cd,conti,59,5.546533791642256,3,0.3014705882352941,272.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,1,1,1,1,3,9,1,2,2,1
2,0b12d73024ea2b1755d6a6cc9dd551cd,conti,63,5.62094602037191,3,0.32269503546099293,282.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,1,1,1,1,3,10,1,2,2,1
3,0b12d73024ea2b1755d6a6cc9dd551cd,conti,27,3.9646767665292355,3,0.30303030303030304,264.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,1,1,1,1,3,8,0,1,1,0
4,0b12d73024ea2b1755d6a6cc9dd551cd,conti,28,3.976879244803855,2,0.3347457627118644,236.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,1,1,1,1,1,8,0,1,1,0
5,0b12d73024ea2b1755d6a6cc9dd551cd,conti,20,3.5069230880019595,2,0.39080459770114945,174.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,7,0,1,1,0
6,0b12d73024ea2b1755d6a6cc9dd551cd,conti,21,3.4745862102434355,2,0.2890995260663507,211.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0
7,0b12d73024ea2b1755d6a6cc9dd551cd,conti,12,2.6302704430860198,2,0.2807017543859649,171.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0b12d73024ea2b1755d6a6cc9dd551cd,conti,8,3.0,1,0.027972027972027972,286.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0b12d73024ea2b1755d6a6cc9dd551cd,conti,8,3.0,1,0.04040404040404041,198.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0b12d73024ea2b1755d6a6cc9dd551cd,conti,9,3.169925001442312,1,0.037037037037037035,243.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0b12d73024ea2b1755d6a6cc9dd551cd,conti,4,1.9219280948873623,2,0.026737967914438502,187.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0b12d73024ea2b1755d6a6cc9dd551cd,conti,5,2.251629167387823,2,0.025,240.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13,0b12d73024ea2b1755d6a6cc9dd551cd,conti,10,3.0565647621309537,3,0.055762081784386616,269.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
14,0b12d73024ea2b1755d6a6cc9dd551cd,conti,9,2.8962915290459286,3,0.0625,224.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
15,0b12d73024ea2b1755d6a6cc9dd551cd,conti,8,2.7192945256669794,3,0.11403508771929824,114.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
16,0b12d73024ea2b1755d6a6cc9dd551cd,conti,8,2.8453509366224368,3,0.1864406779661017,59.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
17,0b12d73024ea2b1755d6a6cc9dd551cd,conti,9,3.0957952550009344,2,0.04182509505703422,263.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
18,0b12d73024ea2b1755d6a6cc9dd551cd,conti,1,-0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0b12d73024ea2b1755d6a6cc9dd551cd,conti,1,-0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0b12d73024ea2b1755d6a6cc9dd551cd,conti,1,-0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0b12d73024ea2b1755d6a6cc9dd551cd,conti,1,-0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0b12d73024ea2b1755d6a6cc9dd551cd,conti,21,3.261441413517999,9,1.6576271186440679,295.0,125,15,10,117,22,0,0,0,0,0,0,1,5,8,0,24,13,24,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0b12d73024ea2b1755d6a6cc9dd551cd,conti,20,3.167964286356908,9,1.5582191780821917,292.0,74,16,6,70,11,0,0,0,0,0,0,0,1,1,0,46,25,46,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0b12d73024ea2b1755d6a6cc9dd551cd,conti,21,3.103270353346079,18,1.8647686832740213,281.0,83,11,6,79,11,0,0,0,0,0,0,0,2,3,0,52,28,52,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0b12d73024ea2b1755d6a6cc9dd551cd,conti,22,3.1635898796552553,18,1.7370242214532872,289.0,75,12,4,71,11,0,0,0,0,0,0,0,1,2,0,52,27,52,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0b12d73024ea2b1755d6a6cc9dd551cd,conti,22,3.1635165623432564,18,1.8725868725868726,259.0,72,12,4,68,11,0,0,0,0,0,0,0,1,2,0,50,26,50,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0b12d73024ea2b1755d6a6cc9dd551cd,conti,15,2.878773022845208,18,1.2395833333333333,288.0,37,5,1,36,0,0,0,0,0,0,0,0,1,2,0,44,23,44,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0b12d73024ea2b1755d6a6cc9dd551cd,conti,14,3.006903601747956,18,0.6219931271477663,291.0,27,4,0,27,0,0,0,0,0,0,0,0,1,3,0,14,7,14,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0b12d73024ea2b1755d6a6cc9dd551cd,conti,11,3.056598691473693,9,0.43661971830985913,284.0,19,3,0,19,0,0,0,0,0,0,0,0,0,1,0,12,6,12,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0b12d73024ea2b1755d6a6cc9dd551cd,conti,9,2.743704994801444,8,0.4274193548387097,248.0,20,1,0,20,0,0,0,0,0,0,0,0,0,1,0,10,5,10,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0b12d73024ea2b1755d6a6cc9dd551cd,conti,8,2.702805270778687,8,0.6083333333333333,240.0,21,0,0,21,0,0,0,0,0,0,0,0,0,1,0,20,10,20,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,0b12d73024ea2b1755d6a6cc9dd551cd,conti,8,2.3411143852716783,8,1.886120996441281,281.0,21,0,0,21,0,0,0,0,0,0,0,0,0,1,0,116,58,116,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,0b12d73024ea2b1755d6a6cc9dd551cd,conti,9,2.3206104276753345,8,2.2172131147540983,244.0,18,0,0,18,0,0,0,0,0,0,0,0,0,1,0,120,60,120,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0b12d73024ea2b1755d6a6cc9dd551cd,conti,9,2.286918784652953,7,2.3523489932885906,298.0,20,0,0,20,0,0,0,0,0,0,0,0,0,1,0,160,80,160,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0b12d73024ea2b1755d6a6cc9dd551cd,conti,9,2.309392646295042,7,2.533557046979866,298.0,25,0,0,25,0,0,0,0,0,0,0,0,0,2,0,166,83,166,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0b12d73024ea2b1755d6a6cc9dd551cd,conti,12,2.358166375246736,12,2.5827586206896553,290.0,26,1,1,26,0,0,0,0,0,0,0,0,1,3,0,158,79,158,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,0b12d73024ea2b1755d6a6cc9dd551cd,conti,12,2.547483123458873,12,1.4496402877697843,278.0,26,1,1,26,0,0,0,0,0,0,0,0,1,3,0,70,35,70,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,0b12d73024ea2b1755d6a6cc9dd551cd,conti,11,2.085192947429229,47,4.124555160142349,281.0,24,1,1,24,0,0,0,0,0,0,0,0,1,2,0,214,107,214,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0b12d73024ea2b1755d6a6cc9dd551cd,conti,11,2.0599319428156626,47,3.400709219858156,282.0,21,1,1,21,0,0,0,0,0,0,0,0,1,2,0,166,83,166,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0b12d73024ea2b1755d6a6cc9dd551cd,conti,11,2.034046368012269,47,3.1178451178451176,297.0,17,1,1,17,0,0,0,0,0,0,0,0,1,1,0,164,82,164,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,0b12d73024ea2b1755d6a6cc9dd551cd,conti,8,2.0020364876953836,47,3.6557377049180326,244.0,15,1,0,15,0,0,0,0,0,0,0,0,0,0,0,162,81,162,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,0b12d73024ea2b1755d6a6cc9dd551cd,conti,8,2.0075004747719496,47,2.9246575342465753,292.0,15,1,0,15,0,0,0,0,0,0,0,0,0,0,0,154,77,154,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,0b12d73024ea2b1755d6a6cc9dd551cd,conti,8,2.6976588376249975,8,0.29218106995884774,243.0,13,1,0,13,0,0,0,0,0,0,0,0,0,0,0,6,3,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,0b12d73024ea2b1755d6a6cc9dd551cd,conti,9,2.705665447100779,9,0.44140625,256.0,15,1,0,15,0,0,0,0,0,0,0,0,0,0,0,12,6,12,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0b12d73024ea2b1755d6a6cc9dd551cd,conti,9,2.7699494082884977,9,0.26337448559670784,243.0,9,1,0,9,0,0,0,0,0,0,0,0,0,0,0,6,3,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,0b12d73024ea2b1755d6a6cc9dd551cd,conti,8,2.6686982381142466,9,0.41843971631205673,141.0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,3,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,0b12d73024ea2b1755d6a6cc9dd551cd,conti,8,2.6409964881651438,9,0.691358024691358,81.0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,3,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,0b12d73024ea2b1755d6a6cc9dd551cd,conti,8,2.4479270774399495,9,1.0930232558139534,43.0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,3,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,0b12d73024ea2b1755d6a6cc9dd551cd,conti,2,1.0,1,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,0b12d73024ea2b1755d6a6cc9dd551cd,conti,46,3.4915128231674113,17,0.7966101694915254,295.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0
51,0b12d73024ea2b1755d6a6cc9dd551cd,conti,38,3.8013262775326884,8,0.4669421487603306,242.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0
52,0b12d73024ea2b1755d6a6cc9dd551cd,conti,39,3.8447209274912315,8,0.427536231884058,276.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0
53,0b12d73024ea2b1755d6a6cc9dd551cd,conti,39,4.280535512677414,5,0.33691756272401435,279.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
54,0b12d73024ea2b1755d6a6cc9dd551cd,conti,38,4.240653285666942,4,0.34831460674157305,267.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
55,0b12d73024ea2b1755d6a6cc9dd551cd,conti,8,2.285962782470051,4,0.13382899628252787,269.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
